ID,Date,Type,Entry,Exit,Lot,Profit,Notes,Image
1,2026-06-19,Buy,30534.5,30614.0,1.0,159.0,"Clean Trade, foloowing all rules",https://www.tradingview.com/x/lq5k9IdF/
